""	"probe.id"	"gene.id"	"p.value"	"q.value"	"log.fc"	"test.stat"
"1772139_at"	"1772139_at"	"YHR030C"	0.234772664301584	0.344144289133161	0.149313959348134	1.28707197195684
"1772142_at"	"1772142_at"	"YGR026W"	0.00366188283360767	0.0106513323411404	-0.273904961160989	-4.0856027304391
"1772145_at"	"1772145_at"	"YLR371W"	0.00021819052012211	0.000937996067621723	0.47671739847098	6.44300593599299
"1772146_at"	"1772146_at"	"YDR352W"	8.67522072060947e-05	0.000424363527461147	-0.653730479580804	-7.37358602153091
"1772147_at"	"1772147_at"	"YDL175C"	0.00330323818580416	0.00970631537899108	-0.328215110467083	-4.16148499911676
"1772148_at"	"1772148_at"	"YKR031C"	1.81099822732974e-05	0.000115195510059717	0.832717359155996	9.19317072936561
"1772156_s_at"	"1772156_s_at"	"YGR118W"	0.0726847524421096	0.135038928032536	-0.1384530820406	-2.07234204568263
"1772162_at"	"1772162_at"	"YGR015C"	0.41495038026356	0.532179798624471	0.0751041625056738	0.860705227731779
"1772164_at"	"1772164_at"	"YBL014C"	2.05761628220996e-05	0.0001270850804564	-0.614566610351876	-9.03225990135083
"1772165_at"	"1772165_at"	"YOR073W"	1.21702353263036e-05	8.40153705911853e-05	-0.615715523350297	-9.70985801360716
"1772166_at"	"1772166_at"	"YDR323C"	0.00142126858674899	0.00467679106172627	0.310076017401357	4.80775248241751
"1772167_at"	"1772167_at"	"YKL018C-A"	0.111605899157054	0.190989601809026	0.111296986344354	1.79239026308
"1772170_at"	"1772170_at"	"YGR217W"	0.639139346032909	0.732436532450464	-0.0387911706661368	-0.487656264282335
"1772171_at"	"1772171_at"	"YLR152C"	9.69520413444636e-08	2.71664591746743e-06	1.47565425546238	18.4550367539518
"1772172_at"	"1772172_at"	"YJR002W"	0.000449908367532453	0.00175092544173599	-0.640607556660653	-5.77462089091219
"1772174_at"	"1772174_at"	"YKL082C"	2.30045448620889e-05	0.00013896830638635	-0.728406189263906	-8.89360704522494
"1772181_at"	"1772181_at"	"YKL133C"	2.28414787352983e-08	1.0802863873132e-06	1.60273327536407	22.2633387293297
"1772183_at"	"1772183_at"	"YML030W"	1.14661146851564e-06	1.42226675686026e-05	0.932142212604443	13.3436569691587
"1772185_at"	"1772185_at"	"YNL051W"	0.356179928783647	0.473143925693427	0.0693571822706737	0.980390008593307
"1772186_at"	"1772186_at"	"YER105C"	0.000853914386977967	0.003020905283553	-0.345142117654804	-5.22269932116559
"1772188_at"	"1772188_at"	"YOR059C"	0.00271163045976897	0.00815429214759364	0.307712962672647	4.30856090615423
"1772190_at"	"1772190_at"	"YGL128C"	0.00170349679140462	0.00549787741774061	0.357192595273584	4.66489279475156
"1772192_at"	"1772192_at"	"YKR071C"	4.60549020439751e-06	3.96503531079903e-05	-0.757285075565446	-11.0806330748639
"1772193_at"	"1772193_at"	"YLR297W"	2.76232994224913e-07	5.4686126103077e-06	2.33563952244892	16.0963372957757
"1772195_at"	"1772195_at"	"YPR169W"	1.53914864054045e-05	0.000101938280871673	-0.587800139521222	-9.40168686292
"1772196_at"	"1772196_at"	"YLR259C"	0.00457852178335116	0.012972280541473	0.299546982876068	3.92323405621597
"1772198_at"	"1772198_at"	"YCR102C"	2.17580217978374e-07	4.66218945503464e-06	-1.60843413445296	-16.6072898501448
"1772199_at"	"1772199_at"	"YNR058W"	2.67291186663902e-06	2.64819409597745e-05	1.37305187165338	11.9209333774732
"1772201_at"	"1772201_at"	"YOR098C"	0.000291840352964318	0.0012034835385638	-0.550584218123553	-6.16828197814708
"1772202_at"	"1772202_at"	"YKL148C"	1.83718695992552e-08	9.47017881984251e-07	2.38721307293228	22.8992798641265
"1772203_at"	"1772203_at"	"YFL023W"	0.000784020546139836	0.00280359179588224	-0.416482254063253	-5.29424715859467
"1772204_at"	"1772204_at"	"YER178W"	0.00248356836466941	0.00757266604048754	0.288899243737534	4.37481379871991
"1772205_at"	"1772205_at"	"YLR319C"	0.00710333498644518	0.0188869208593365	-0.267075345303716	-3.61177878193793
"1772207_at"	"1772207_at"	"YBL037W"	0.0549220754340309	0.107214798203482	0.142580998663921	2.25364142352964
"1772208_at"	"1772208_at"	"YBR048W"	5.17871180495904e-07	8.23351837500005e-06	-1.16323718531116	-14.8210607991721
"1772209_at"	"1772209_at"	"YIL104C"	4.06280247468565e-06	3.61255536561146e-05	-1.01938459037129	-11.2694017551986
"1772212_at"	"1772212_at"	"YKL119C"	0.0864257813893222	0.15536452360956	-0.203512765269019	-1.95982829269644
"1772214_at"	"1772214_at"	"YGL015C"	0.0515301669654201	0.101664860913181	0.268602836349863	2.29482981558925
"1772218_at"	"1772218_at"	"YMR063W"	0.148433534432753	0.239174530268523	-0.181095163408917	-1.60275532288719
"1772220_at"	"1772220_at"	"YDR178W"	9.21995228639969e-09	6.18132752059974e-07	2.2084960409919	25.0317320047272
"1772222_at"	"1772222_at"	"YMR208W"	2.39970643017804e-05	0.000142832199722144	-0.694561373767123	-8.84157733836777
"1772223_at"	"1772223_at"	"YDL066W"	1.46719341265132e-05	9.81842597272112e-05	-0.6881233458368	-9.46382993971507
"1772224_at"	"1772224_at"	"YDR202C"	5.47624739591142e-07	8.6107095744633e-06	0.960752348131343	14.7124312379752
"1772225_at"	"1772225_at"	"YPL212C"	6.24195638161543e-06	4.97535370811768e-05	-0.9010926782998	-10.6345061098205
"1772226_at"	"1772226_at"	"YAL026C"	0.000758001760393378	0.00272930584434228	-0.408018664797444	-5.32268835725165
"1772227_at"	"1772227_at"	"YJL137C"	2.2934337651598e-08	1.0802863873132e-06	1.7054127417797	22.2516548019512
"1772228_at"	"1772228_at"	"YJR039W"	8.71051375531785e-05	0.000425899303436749	0.652006080390627	7.36927894196925
"1772229_at"	"1772229_at"	"YKL163W"	1.17355079820551e-10	3.95280376432548e-08	4.84206815672071	43.8439926985691
"1772231_at"	"1772231_at"	"YHR201C"	3.40984314886996e-06	3.16053994324435e-05	-0.895529704299232	-11.5380253643835
"1772232_at"	"1772232_at"	"YLR179C"	1.86067611411079e-07	4.17083475515328e-06	-2.18990092948457	-16.9505505095944
"1772233_at"	"1772233_at"	"YGL136C"	0.00113935552170758	0.00385954034135785	0.313739989882574	4.98537498091292
"1772234_at"	"1772234_at"	"YGR232W"	0.00369935451371118	0.0107431693132702	-0.328788478372946	-4.07814143519251
"1772238_at"	"1772238_at"	"YEL016C"	3.04375664842754e-06	2.92800815616339e-05	-1.00427142560529	-11.7152188342996
"1772239_at"	"1772239_at"	"YNL002C"	1.94622111280168e-06	2.08922439299575e-05	-0.889040553813563	-12.4371502788216
"1772240_at"	"1772240_at"	"YLR422W"	0.000557474937019594	0.00209710365292603	0.37981458246871	5.58603126028824
"1772241_at"	"1772241_at"	"YIL014W"	0.0242965166651202	0.0540648206305098	-0.217383038479616	-2.78285859504526
"1772243_at"	"1772243_at"	"YFL005W"	0.277305066943614	0.391422083642446	0.104597338505517	1.16746886308502
"1772247_at"	"1772247_at"	"YPR122W"	0.286634866253761	0.401737311584084	-0.0790364255901535	-1.14328292576947
"1772248_at"	"1772248_at"	"YGL225W"	6.69367705326951e-07	9.99296486859689e-06	-1.26961203841881	-14.3282001344174
"1772249_at"	"1772249_at"	"YJR118C"	1.15776516051419e-06	1.4263875619052e-05	-0.875649300265407	-13.3265382059876
"1772250_at"	"1772250_at"	"YML012W"	0.00144052184828994	0.00473301947026834	-0.349674296822799	-4.79705892914556
"1772251_at"	"1772251_at"	"YJL189W"	2.01870030670646e-05	0.000125342937225501	-0.686410247892999	-9.05617312303538
"1772252_at"	"1772252_at"	"YOR019W"	2.91348412143024e-07	5.67532165400884e-06	1.08289879613427	15.9843403555158
"1772253_at"	"1772253_at"	"YOR250C"	0.246058571359967	0.357712926409701	0.0924982044932336	1.25367477418614
"1772255_at"	"1772255_at"	"YKL067W"	3.75058482457228e-07	6.65484485919859e-06	1.0631998838507	15.4633498573771
"1772258_at"	"1772258_at"	"YMR244C-A"	0.00037264516133271	0.00148190186428088	0.391987501847676	5.94381719054658
"1772259_at"	"1772259_at"	"YIR037W"	8.23188176536116e-07	1.13870891052996e-05	0.999020830232177	13.9420975854934
"1772260_at"	"1772260_at"	"YDL088C"	0.00218240482583414	0.00677345070625261	-0.282119740791283	-4.47320392100203
"1772261_at"	"1772261_at"	"YEL034W"	0.0292768364427527	0.0635329232960915	0.187993545731267	2.66110014015349
"1772263_at"	"1772263_at"	"YGR216C"	0.00197280046678966	0.0062146911216712	-0.43933083990807	-4.55082616883209
"1772264_at"	"1772264_at"	"YLR009W"	8.56964722405851e-06	6.4089461064006e-05	-0.94928117728138	-10.1864400277561
"1772268_at"	"1772268_at"	"YPR091C"	0.291247416196018	0.40674143951311	-0.077729068211687	-1.13156085315018
"1772275_at"	"1772275_at"	"YJR097W"	1.13664170574897e-05	7.97766253078017e-05	-0.665939330028393	-9.80114910556737
"1772278_at"	"1772278_at"	"YDR285W"	0.00139565628801862	0.00461197004802418	0.332784115548691	4.82222567734404
"1772279_at"	"1772279_at"	"YMR251W-A"	9.21228972340939e-06	6.77719077749232e-05	1.07577531306147	10.0865598521983
"1772281_at"	"1772281_at"	"YHL009C"	0.0241212761130783	0.0537295771226498	-0.276554058880913	-2.78759981583305
"1772282_at"	"1772282_at"	"YER177W"	0.232037375732642	0.340683117292263	0.0898997341809336	1.29537056749352
"1772283_at"	"1772283_at"	"YER061C"	6.4005204844011e-05	0.000325931443865495	-0.705985870317523	-7.7018174517142
"1772284_at"	"1772284_at"	"YLR225C"	0.742256725041915	0.818256984894386	0.0286717227164837	0.340733172266263
"1772287_at"	"1772287_at"	"YHR018C"	0.503245946559779	0.614740856696319	0.0458775768570333	0.701561915297972
"1772288_at"	"1772288_at"	"YOR038C"	0.00572306074633646	0.0157416581515139	-0.256715390429576	-3.76377621815656
"1772289_at"	"1772289_at"	"YHR207C"	0.0193638924785795	0.0447470114201559	0.179030958571107	2.93208565508812
"1772292_at"	"1772292_at"	"YFL054C"	1.23364699217152e-08	7.24800770454323e-07	2.58643996211338	24.1084404958179
"1772294_at"	"1772294_at"	"YLR388W"	1.78873480084195e-06	1.96422918211873e-05	-1.00847651921543	-12.5778287144699
"1772298_at"	"1772298_at"	"YGL160W"	0.530980554864873	0.638836893489302	-0.0682376879015127	-0.655383576249587
"1772307_at"	"1772307_at"	"YML016C"	0.0265629279838782	0.0583359479517326	-0.247269824540919	-2.72453706596704
"1772308_at"	"1772308_at"	"YAL016C-B"	0.00967771081168615	0.0245834550790577	0.519880219833067	3.39799204248359
"1772310_at"	"1772310_at"	"YLR207W"	0.0176347155692139	0.0413456708303732	-0.200295841932166	-2.99399440827103
"1772312_at"	"1772312_at"	"YLR415C"	0.332528674459229	0.44934751508476	0.117291640679757	1.0327527811988
"1772313_at"	"1772313_at"	"YHR103W"	0.294884941472368	0.410666833236911	-0.0784083882843062	-1.12242183365057
"1772317_at"	"1772317_at"	"YGR264C"	6.15743225613249e-07	9.34561384652998e-06	-1.34432420114875	-14.4868745157617
"1772320_at"	"1772320_at"	"YPL048W"	0.000162078821385751	0.000724119934629391	0.414242575685481	6.73278931843979
"1772321_at"	"1772321_at"	"YOL018C"	0.0612801268861777	0.117547696438854	0.20021639167966	2.18283835758445
"1772326_at"	"1772326_at"	"YBR168W"	0.00508229376905698	0.0142226136512816	0.27117935240514	3.84830792962946
"1772327_at"	"1772327_at"	"YJR059W"	1.96232718116761e-05	0.000122468940238719	0.624857738514434	9.09174235609531
"1772330_at"	"1772330_at"	"YDR414C"	1.20454553796149e-07	3.0683621535765e-06	-1.61689790209174	-17.9404526578031
"1772331_at"	"1772331_at"	"YER016W"	6.88314477705348e-07	1.01635687661897e-05	-0.905451854316707	-14.2755240485791
"1772333_at"	"1772333_at"	"YPL263C"	3.75222460913303e-07	6.65484485919859e-06	-1.52761499331078	-15.462462235128
"1772336_at"	"1772336_at"	"YLR056W"	0.000875536538709682	0.00308441756770452	-0.401112432347167	-5.20186030981548
"1772338_at"	"1772338_at"	"YML070W"	0.00189347070335256	0.00600111596468585	0.342449727328111	4.58257409328727
"1772341_at"	"1772341_at"	"YDR470C"	0.00162426635183733	0.00527645145448228	0.348721290534657	4.70222937987462
"1772342_at"	"1772342_at"	"YDL200C"	1.35563746291852e-07	3.31153572814474e-06	1.51846455123108	17.6661097746318
"1772343_at"	"1772343_at"	"YGL229C"	9.41593482603498e-06	6.89660427472589e-05	-1.02426733548402	-10.056527752771
"1772344_at"	"1772344_at"	"YLR246W"	0.000432279690830034	0.00168833183037549	0.403970680867891	5.81024141771925
"1772346_at"	"1772346_at"	"YBR223C"	1.26002649864202e-05	8.64922712133164e-05	0.803541823958777	9.66374685887437
"1772347_at"	"1772347_at"	"YDR270W"	0.0154003651849954	0.0368987482441635	-0.5741520837836	-3.0841209094799
"1772348_at"	"1772348_at"	"YBR235W"	0.318136884101393	0.435064431167567	0.12225950307333	1.06604057391584
"1772349_at"	"1772349_at"	"YNL182C"	5.94074941427128e-08	2.04796560249705e-06	-1.31571364458732	-19.6688246609516
"1772350_at"	"1772350_at"	"YGR175C"	0.270820954167991	0.384754470508035	0.0878195369326341	1.18467216930936
"1772352_at"	"1772352_at"	"YKR026C"	7.67832857708591e-07	1.09596695136486e-05	-0.983991468588057	-14.0709385570315
"1772356_at"	"1772356_at"	"YAL064C-A"	0.131477412207322	0.21697148302652	-0.135574267755173	-1.68388721636505
"1772358_at"	"1772358_at"	"YKL070W"	4.56830461166952e-05	0.00024519858937291	1.41525843807026	8.07925637641273
"1772361_at"	"1772361_at"	"YHR126C"	1.93891921822372e-10	5.04488314684495e-08	5.97683875680646	41.1132866181289
"1772362_at"	"1772362_at"	"YJR075W"	5.10197436657844e-06	4.26256696314749e-05	-0.724367827163586	-10.9285893919936
"1772365_at"	"1772365_at"	"YLR108C"	0.000734272424309818	0.00265611686622234	-0.697648177822086	-5.34957752024299
"1772366_at"	"1772366_at"	"YML063W"	1.9422959076595e-05	0.000121426828826676	-0.672728599538366	-9.10465696914937
"1772367_at"	"1772367_at"	"YMR091C"	3.38427193029564e-06	3.14828724119373e-05	-0.839477120852403	-11.5496942778465
"1772369_at"	"1772369_at"	"YJL197W"	0.00451074505556733	0.0128034862252571	-0.330567546751076	-3.93398689087063
"1772371_at"	"1772371_at"	"YJL048C"	9.33086164903789e-08	2.65540771095537e-06	1.90439457860762	18.5473028097947
"1772372_at"	"1772372_at"	"YNL016W"	2.22104993167472e-05	0.000135067521721432	-0.617379066573867	-8.93707052262872
"1772373_at"	"1772373_at"	"YLL039C"	4.18928847758137e-07	7.15321007547018e-06	2.23463457655078	15.2402462713312
"1772374_at"	"1772374_at"	"YJR054W"	5.06149927532569e-07	8.11431619276364e-06	-1.01980516315902	-14.8657954086748
"1772375_at"	"1772375_at"	"YOL140W"	0.000534710300778469	0.00202120863607994	0.379650787282647	5.62238953019339
"1772376_at"	"1772376_at"	"YPL051W"	0.164690272463421	0.259702063128466	0.10237897956065	1.53257787478409
"1772377_at"	"1772377_at"	"YPL121C"	0.584007888487821	0.686093120339165	-0.0581251966535233	-0.570978999088688
"1772384_at"	"1772384_at"	"YEL058W"	0.162653674010013	0.257195680738159	-0.128349916557682	-1.54101591476917
"1772386_at"	"1772386_at"	"YAL015C"	0.0481299179862597	0.0961191052181735	0.162089538747903	2.33893584589584
"1772391_at"	"1772391_at"	"YIL057C"	9.47765160656324e-14	1.03571776756523e-09	10.1114698121904	108.929580841474
"1772392_at"	"1772392_at"	"YDR211W"	0.000138289788940468	0.000628109232560861	-0.610224384193196	-6.89137902388247
"1772393_at"	"1772393_at"	"YLR154W-E"	8.28094138457599e-05	0.000407722468367271	-1.01874655553074	-7.42307040464107
"1772394_at"	"1772394_at"	"YML118W"	1.28290156177164e-05	8.76769747782394e-05	1.648976378675	9.63992993146439
"1772396_at"	"1772396_at"	"YBR097W"	0.00151489318675802	0.0049535466023015	0.334458950842033	4.75716912768716
"1772398_at"	"1772398_at"	"YKL060C"	0.282379483157351	0.396586941516968	0.0750833228973664	1.15423360804719
"1772399_at"	"1772399_at"	"YOL110W"	3.16560765687802e-07	6.01612937723939e-06	1.07614878184798	15.8113328787113
"1772400_at"	"1772400_at"	"YMR079W"	7.50727883301649e-05	0.000374097323699062	-0.465796046585687	-7.52826544433931
"1772401_at"	"1772401_at"	"YDR485C"	0.150473304296141	0.241783894919604	0.127287471206411	1.59357666230629
"1772405_at"	"1772405_at"	"YLL029W"	0.000225638699696603	0.000966593379178548	0.456818573295918	6.41086422122698
"1772407_at"	"1772407_at"	"YNL044W"	0.0075495569359762	0.0198880287108514	-0.357925613513883	-3.56932332538107
"1772408_at"	"1772408_at"	"YPR073C"	0.00139566114099707	0.00461197004802418	-0.533586549632236	-4.82222290759272
"1772410_at"	"1772410_at"	"YAL031C"	0.634788350213068	0.729053726230972	0.0486765907748941	0.494091635154149
"1772412_at"	"1772412_at"	"YAL023C"	7.32857409021749e-07	1.06164603149033e-05	-1.02973795351399	-14.1578449608711
"1772414_at"	"1772414_at"	"YLR298C"	0.00754702321351509	0.0198875981859882	-0.27360164458554	-3.56955676589305
"1772416_at"	"1772416_at"	"YGL257C"	0.311758885453369	0.428670457877841	0.0837640116167667	1.08117138681916
"1772418_at"	"1772418_at"	"YIL034C"	0.392609906801886	0.510159460348515	-0.0618201084537193	-0.904642984961879
"1772420_at"	"1772420_at"	"YBR228W"	0.000768113210403881	0.00276025687711069	0.46442268270512	5.31151000490156
"1772421_at"	"1772421_at"	"YCL035C"	1.47871374652375e-05	9.8773739743347e-05	0.641704138914366	9.45365440122576
"1772426_at"	"1772426_at"	"YEL020C"	6.67606112867254e-09	4.96299292613153e-07	1.95295239751675	26.0958210559771
"1772433_x_at"	"1772433_x_at"	"YLR388W"	1.15550028618204e-06	1.4263875619052e-05	-0.983509160117132	-13.329999328785
"1772438_at"	"1772438_at"	"YOL006C"	0.821888703540199	0.879059154309833	-0.0172015000304226	-0.232788692144505
"1772442_at"	"1772442_at"	"YLR175W"	1.18830262651041e-06	1.45468140234637e-05	-0.899725869766212	-13.2806003864001
"1772443_at"	"1772443_at"	"YOR036W"	2.6447052347802e-06	2.62262602592359e-05	1.26142456373519	11.9378744225977
"1772446_at"	"1772446_at"	"YDL189W"	1.00277349917965e-05	7.2379846757168e-05	-0.831481698680476	-9.9704971603627
"1772447_at"	"1772447_at"	"YLR251W"	1.40390387637217e-07	3.37926466101214e-06	2.43655057212759	17.5856610939969
"1772448_at"	"1772448_at"	"YPL221W"	0.222239410185085	0.329440080643328	0.167977726670926	1.32579823185672
"1772452_at"	"1772452_at"	"YOR054C"	1.34193025386606e-06	1.59224905692164e-05	1.08709943567031	13.0679951442996
"1772456_at"	"1772456_at"	"YIR036C"	5.36042459132194e-07	8.47592406057423e-06	1.16391859661191	14.7539110829248
"1772457_at"	"1772457_at"	"YNL189W"	0.052904223905028	0.10392546446776	-0.188016553473746	-2.27782738774365
"1772459_at"	"1772459_at"	"YDL181W"	4.41285320839471e-08	1.71808965095344e-06	1.63591172455237	20.4427575247306
"1772460_at"	"1772460_at"	"YJR111C"	0.911870686488733	0.94168615214032	0.00843612305534623	0.11430355362544
"1772463_at"	"1772463_at"	"YBL079W"	0.0100092862805241	0.0253148806157188	-0.345028503078734	-3.37495356004705
"1772464_at"	"1772464_at"	"YOR035C"	3.91940809678757e-06	3.5194159146832e-05	0.94277417581145	11.3240303221226
"1772465_at"	"1772465_at"	"YNL224C"	0.118179832797517	0.199825036795802	0.129217412841563	1.75461861059286
"1772467_s_at"	"1772467_s_at"	"YHR054C"	0.00116292322097426	0.00392963047582148	0.421547756365957	4.96877179653401
"1772468_at"	"1772468_at"	"YKR094C"	3.55178961325207e-06	3.26491603767164e-05	-0.911888881086866	-11.4749854682637
"1772470_at"	"1772470_at"	"YGL065C"	9.3086315772249e-06	6.82681224519923e-05	-0.738407529297293	-10.0722604456577
"1772473_at"	"1772473_at"	"YPR109W"	0.0252635744560686	0.0558867088372304	-0.212760691692179	-2.75731397949001
"1772475_at"	"1772475_at"	"YDL093W"	0.00043150915993611	0.00168638490012802	-0.423681123211839	-5.81183470462961
"1772477_at"	"1772477_at"	"YJR124C"	1.81368470334346e-08	9.39333954414091e-07	-1.90005008209589	-22.9374287230861
"1772483_at"	"1772483_at"	"YDL225W"	0.343208530418859	0.459855667044787	-0.0678994608247561	-1.00876613471154
"1772484_at"	"1772484_at"	"YLR242C"	0.000646393453720261	0.00237757915255975	-0.402608450180093	-5.45819388105102
"1772485_at"	"1772485_at"	"YOR195W"	0.506559116727591	0.616994876014168	-0.0515175519653034	-0.695963108205117
"1772487_at"	"1772487_at"	"YLR148W"	0.00170011050733242	0.00549173346136607	-0.44618864021229	-4.66644949996077
"1772491_at"	"1772491_at"	"YJR053W"	0.195645143057007	0.297731530890819	0.206966644359737	1.41464402615257
"1772496_at"	"1772496_at"	"YPR128C"	0.0813082975814639	0.147941571090616	0.148689060014401	1.9995523079235
"1772497_at"	"1772497_at"	"YBR102C"	0.165323311801674	0.260474791143122	-0.145985499578849	-1.52997424834706
"1772499_at"	"1772499_at"	"YDL077C"	0.570265673378108	0.674590092950418	-0.0433771515468467	-0.592410251139722
"1772500_at"	"1772500_at"	"YDR276C"	0.000965866843696805	0.00335932300061066	0.314067895689434	5.12051719081124
"1772505_at"	"1772505_at"	"YGL101W"	1.34703568117225e-05	9.16588164623307e-05	-0.880147486248199	-9.5756072731937
"1772508_at"	"1772508_at"	"YGR103W"	1.05578639757523e-07	2.84879845745731e-06	-1.14595874720557	-18.2512906150881
"1772509_at"	"1772509_at"	"YEL007W"	0.187876967500927	0.288521571226831	0.1208969429809	1.44258946449367
"1772510_at"	"1772510_at"	"YDL185W"	0.00471015732519881	0.0133004132428353	-0.3340594005928	-3.90283068073949
"1772511_at"	"1772511_at"	"YMR096W"	1.50349589591609e-05	0.000100001236461175	1.02548473856457	9.43206228728715
"1772512_at"	"1772512_at"	"YGR133W"	8.84155727693247e-05	0.00043114920982739	0.5731368537723	7.35345475468266
"1772514_at"	"1772514_at"	"YJL080C"	5.35957512010304e-05	0.000282143011288607	-0.701365055956307	-7.89866816323091
"1772516_at"	"1772516_at"	"YDR096W"	9.16695289492081e-07	1.23066905694956e-05	1.20570521526883	13.7451240944282
"1772517_at"	"1772517_at"	"YKL062W"	0.00233804918843146	0.00717702290201659	-0.692955963661833	-4.42063455322289
"1772521_at"	"1772521_at"	"YLR342W"	0.0001279902762913	0.000588421430084697	-0.831689500511152	-6.96971035220221
"1772524_at"	"1772524_at"	"YML108W"	6.08905670461502e-06	4.88196710697234e-05	-1.05444825404942	-10.6702894888235
"1772528_at"	"1772528_at"	"YAL064W"	0.0010948192562551	0.00372948404998621	0.617345270562576	5.01780180223678
"1772529_at"	"1772529_at"	"YCL005W"	4.56432288829821e-05	0.000245105260556869	-0.800750111253919	-8.08025119712882
"1772533_at"	"1772533_at"	"YPL128C"	0.052469194246835	0.103219927378106	-0.289679151669356	-2.28316218914859
"1772534_s_at"	"1772534_s_at"	"YAR066W"	0.27377764587411	0.387887969122586	0.281815209162207	1.17678622519353
"1772536_at"	"1772536_at"	"YHL043W"	0.430846682199559	0.547353113703824	-0.104053905476237	-0.83045618138539
"1772540_at"	"1772540_at"	"YER028C"	0.00629346667234665	0.0171209867551417	-0.811664269710643	-3.6966566555421
"1772541_at"	"1772541_at"	"YEL050C"	1.57656414561087e-05	0.000103841032508468	-0.595008647737943	-9.37064386779537
"1772545_at"	"1772545_at"	"YDR079C-A"	9.25205105818581e-05	0.000447863613240442	-0.881504523641153	-7.30552312570934
"1772547_at"	"1772547_at"	"YDR412W"	1.64798182545573e-05	0.000107195509268012	-1.01092070086278	-9.31361259219305
"1772548_at"	"1772548_at"	"YER085C"	0.370924698889185	0.48784030683127	0.131349545834483	0.949068159327692
"1772549_at"	"1772549_at"	"YAL062W"	4.48362139495217e-10	7.69827233901224e-08	4.41782683266543	36.9249171924939
"1772550_x_at"	"1772550_x_at"	"YMR230W"	3.22157749926152e-06	3.0554308208249e-05	-1.0130131666581	-11.6263305153043
"1772552_at"	"1772552_at"	"YDL064W"	9.4527158495691e-05	0.000456268899311357	-0.528293363450883	-7.28294515303449
"1772554_at"	"1772554_at"	"YBR019C"	0.358209545762217	0.475165633251108	0.0861394688778333	0.976021347936243
"1772556_at"	"1772556_at"	"YKL164C"	0.155814791887678	0.248466955457252	-0.124509251172234	-1.57006807245851
"1772558_at"	"1772558_at"	"YBR067C"	1.19684258539737e-08	7.16844798881575e-07	5.46785770977828	24.202904111971
"1772560_at"	"1772560_at"	"YJR068W"	0.00246504202848706	0.00752667764384089	-0.348419037057417	-4.38048313382754
"1772562_at"	"1772562_at"	"YER052C"	0.00267207993770876	0.00804864651578869	-0.469840634701667	-4.31960715847011
"1772563_at"	"1772563_at"	"YNL047C"	0.136766312387805	0.224142510763938	0.12540488338298	1.65759267856347
"1772565_at"	"1772565_at"	"YLR199C"	0.699128064950814	0.783677453460098	0.0274447564636067	0.401000923012345
"1772566_at"	"1772566_at"	"YJR094C"	1.79768212124707e-05	0.000114615345513349	1.40932858316109	9.20254606075511
"1772567_at"	"1772567_at"	"YGR117C"	2.72304589634153e-05	0.000159386425041351	-0.5592574580107	-8.68739352398322
"1772570_at"	"1772570_at"	"YKR083C"	0.000707545037220044	0.00257135090347211	-0.780956334214433	-5.38103098133569
"1772572_at"	"1772572_at"	"YOR332W"	0.000809886079318171	0.00288193913213578	-0.373007373667065	-5.26698226258873
"1772573_at"	"1772573_at"	"YBR096W"	4.01291241339552e-07	6.93878272999783e-06	-1.24930833486905	-15.3266360433807
"1772574_at"	"1772574_at"	"YDR504C"	2.05934100350569e-05	0.0001270850804564	0.959167085930884	9.03121180390484
"1772576_x_at"	"1772576_x_at"	"YAR020C"	1.69893458784835e-08	9.08800407186447e-07	1.87925251276528	23.1320448849365
"1772579_at"	"1772579_at"	"YHR121W"	1.93117508869798e-05	0.000120869881840158	-0.683103447889782	-9.11189119891913
"1772580_at"	"1772580_at"	"YDR424C"	0.0186710929375069	0.0432925320647307	-0.26608257887306	-2.95616928605787
"1772581_at"	"1772581_at"	"YGR001C"	2.99908493056963e-05	0.000172132353578072	-0.553296296470824	-8.57113159379753
"1772583_s_at"	"1772583_s_at"	"YBR089C-A"	1.45846151646112e-05	9.77196042421035e-05	0.691688404111213	9.47160222201423
"1772586_at"	"1772586_at"	"YDR030C"	3.07165401570526e-06	2.9470619037425e-05	1.24400942601041	11.700894237983
"1772589_at"	"1772589_at"	"YGR068C"	0.00149030247197134	0.00488043914105568	-0.38974889388008	-4.77011757656416
"1772590_at"	"1772590_at"	"YER166W"	0.143991893134704	0.233636734695775	-0.107420638702109	-1.62314832356704
"1772594_at"	"1772594_at"	"YNL087W"	1.23648725802731e-06	1.49804132546812e-05	-0.918899376704312	-13.2107458022886
"1772597_at"	"1772597_at"	"YCR101C"	0.396410903163076	0.514181406500427	-0.138070519901993	-0.897042426733863
"1772603_at"	"1772603_at"	"YMR067C"	0.795286035807502	0.859168352965014	-0.0179570266023368	-0.268445361202704
"1772605_at"	"1772605_at"	"YDL069C"	0.775034790321283	0.844004004846137	-0.0256139242944132	-0.295844252437201
"1772606_at"	"1772606_at"	"YOR370C"	0.469379171188182	0.584921616296346	-0.0594411082746438	-0.760202837693702
"1772608_at"	"1772608_at"	"YPL192C"	0.227526510056771	0.335321605111315	-0.234195196176267	-1.30923987206745
"1772609_at"	"1772609_at"	"YKR041W"	0.00128140354602451	0.00429281972745427	0.626272585974514	4.8905263987507
"1772610_at"	"1772610_at"	"YBR094W"	0.0019921212114566	0.0062683272671459	0.414424906321466	4.54330418344106
"1772611_at"	"1772611_at"	"YLR404W"	0.182453570404843	0.281856462734539	0.139164841209764	1.46271169804836
